Delivery_ID,Transport,DeliveryLatitude,DeliveryLongitude,RestaurantLatitude,RestaurantLongitude,Distance (Km)
a944ea30a1,motorcycle,1.3303160598285426,103.79246117699726,1.1831235443100632,103.91341892690987,21.121539986810866
f0fa9c045d,motorcycle,1.3646432810209497,103.83327257004662,1.1831235443100632,103.91341892690987,21.964196657672066
804671c5bd,bike,1.267226596386956,103.66606646331327,1.1831235443100632,103.91341892690987,29.05725466501344
effa7a6a6e,motorcycle,1.3675546484535588,103.99051118029382,1.1831235443100632,103.91341892690987,22.124748261433496
15382637c9,bike,1.4246143368271456,103.87192868902017,1.1831235443100632,103.91341892690987,27.099098210870768
5b9e201e63,motorcycle,1.3235667224646976,103.7636237570378,1.1831235443100632,103.91341892690987,22.783592347708193
eb592ae0d7,car,1.3946677516493793,104.05566261274086,1.1831235443100632,103.91341892690987,28.24474532674156
d234df9a29,motorcycle,1.3392283647920138,103.85963003000214,1.1831235443100632,103.91341892690987,18.269840101156426
f1c07a6d33,motorcycle,1.4105313511027537,104.08321861038041,1.1831235443100632,103.91341892690987,31.454796989169846
ee4c457c5c,car,1.3949787758600039,103.82037257418638,1.1831235443100632,103.91341892690987,25.612541850323957
7ff096835d,motorcycle,1.304639691259253,103.77817031665809,1.1831235443100632,103.91341892690987,20.17706545990955
a8cd21a579,motorcycle,1.3308522018042548,103.67601202506667,1.1831235443100632,103.91341892690987,31.063486842571113
81ac27b3c8,bike,1.314817616314399,103.842235007326,1.1831235443100632,103.91341892690987,16.577569273496778
93b17b90ed,motorcycle,1.319899416063413,103.98950700217952,1.1831235443100632,103.91341892690987,17.333281759774685
7d9158faa8,motorcycle,1.3890629799256338,103.73819224089456,1.1831235443100632,103.91341892690987,29.980829093501683
41a7a49ee1,bike,1.3362229531609606,103.76727106064679,1.1831235443100632,103.91341892690987,23.476489376694413
b0063601a5,motorcycle,1.30533907129774,103.78101491772023,1.1831235443100632,103.91341892690987,19.99419085910299
1e2c74679e,motorcycle,1.378434838047255,103.74801981814721,1.1831235443100632,103.91341892690987,28.376890156321558
926cc28fb3,motorcycle,1.3242818655098956,103.7226858991354,1.1831235443100632,103.91341892690987,26.348113547345317
81a426f475,bike,1.3948212313323707,104.04052855558385,1.1831235443100632,103.91341892690987,27.350874582745732
b03e5c5fca,motorcycle,1.3495259501469672,103.82984748553395,1.1831235443100632,103.91341892690987,20.617058237874723
6f262b395d,motorcycle,1.3390195581911448,103.63703111044272,1.1831235443100632,103.91341892690987,35.26086313651917
2f4a67e541,motorcycle,1.3224738840947796,103.86612261158086,1.1831235443100632,103.91341892690987,16.282910060391547
fb17b16b38,bike,1.384181954816278,103.72593075200021,1.1831235443100632,103.91341892690987,30.490106139264945
ef7a509026,motorcycle,1.3093632012020762,103.71198005609078,1.1831235443100632,103.91341892690987,26.409357152011548
1a6ecfb2ac,bike,1.3437200057111087,103.8650201447361,1.1831235443100632,103.91341892690987,18.55687061303615
1dadf9b7ec,car,1.3018374784371747,103.83622495109022,1.1831235443100632,103.91341892690987,15.688229463133943
2f5f72fb10,motorcycle,1.4144705972723668,103.91416788752852,1.1831235443100632,103.91341892690987,25.58130096213221
67a2da180c,bike,1.3665230391135734,103.9554261977872,1.1831235443100632,103.91341892690987,20.8112728183615
85fdaca459,bike,1.293732036100196,103.86164834254629,1.1831235443100632,103.91341892690987,13.519727064121676
4140797767,motorcycle,1.3879636130716793,103.83005201492162,1.1831235443100632,103.91341892690987,24.47675597421668
d56716d831,motorcycle,1.3494080640210306,103.84756890761774,1.1831235443100632,103.91341892690987,19.793582368632563
66af90ff28,bike,1.311086598755357,103.87210903163091,1.1831235443100632,103.91341892690987,14.877673957740738
350981f36b,car,1.32837684085587,103.95626021749365,1.1831235443100632,103.91341892690987,16.754113430890868
eb64b992c1,motorcycle,1.403681358117348,103.82232907873164,1.1831235443100632,103.91341892690987,26.41118351081846
fe808f74ba,motorcycle,1.3145154076726302,103.86114212159353,1.1831235443100632,103.91341892690987,15.650265709720053
ff4c1d6884,motorcycle,1.4120985733866975,103.90644464715095,1.1831235443100632,103.91341892690987,25.330773148583052
af81197db8,motorcycle,1.2059897371758903,103.77973309258564,1.1831235443100632,103.91341892690987,15.091933142110982
6ddbef074a,motorcycle,1.4234528240147073,104.0366347896064,1.1831235443100632,103.91341892690987,29.903813438272742
910de1ea3a,car,1.3668286355207508,104.01591254470021,1.1831235443100632,103.91341892690987,23.296734201088906
1152cb321e,motorcycle,1.4132286433902053,104.02478033846158,1.1831235443100632,103.91341892690987,28.30173679343796
e69ead2140,motorcycle,1.374762055690329,103.91863594986148,1.1831235443100632,103.91341892690987,21.19834865378706
706e54fb0e,car,1.3227428070779785,103.73939472148716,1.1831235443100632,103.91341892690987,24.767931036894844
60d5b65bb2,bike,1.2440919332293123,103.6687525502038,1.1831235443100632,103.91341892690987,28.052187637734008
bb652ad720,bike,1.3667200054928632,104.01355459526741,1.1831235443100632,103.91341892690987,23.15884528033424
a5145863a2,motorcycle,1.296593937143093,103.66814432346538,1.1831235443100632,103.91341892690987,30.0429573961541
4e0b2fa795,bike,1.3653778034128583,103.82711116688102,1.1831235443100632,103.91341892690987,22.324780257908692
9f53425d07,bike,1.3200423662386944,103.63586856659929,1.1831235443100632,103.91341892690987,34.40014434170151
79f143bf65,motorcycle,1.3201838619857509,103.93347164873695,1.1831235443100632,103.91341892690987,15.318854777837899
3177e3844e,motorcycle,1.4256744463947233,103.93035923554801,1.1831235443100632,103.91341892690987,26.886211724125417
8ac79be7f8,motorcycle,1.2065233498172927,103.7289361541965,1.1831235443100632,103.91341892690987,20.694482810003773
54c62880bf,car,1.3385893533854365,103.91118519497053,1.1831235443100632,103.91341892690987,17.192400368597628
f537c60a4b,bike,1.3838312687486223,103.84318846319533,1.1831235443100632,103.91341892690987,23.529344804850243
91a9bec24a,bike,1.3073782412173645,103.87353944895426,1.1831235443100632,103.91341892690987,14.438519947176452
2acf392a1d,motorcycle,1.2839447893784157,103.63850483047833,1.1831235443100632,103.91341892690987,32.56401011084335
5a4f16deeb,bike,1.2672249941379208,103.8004645563288,1.1831235443100632,103.91341892690987,15.636972883226912
cfb629e306,motorcycle,1.3322114342753248,103.68305281013765,1.1831235443100632,103.91341892690987,30.48080045012954
467846ea6c,motorcycle,1.4448357337181634,103.86172035156865,1.1831235443100632,103.91341892690987,29.50520062913561
6912306116,motorcycle,1.4619011143893699,103.82497259837363,1.1831235443100632,103.91341892690987,32.35920022485246
1fa745222f,car,1.3982696015030542,103.8658068184595,1.1831235443100632,103.91341892690987,24.372714956695052
1bca24a3cc,motorcycle,1.3081523468807321,103.88456897488723,1.1831235443100632,103.91341892690987,14.192986870639295
ec56f029f4,bike,1.3269743251857138,103.68042604379134,1.1831235443100632,103.91341892690987,30.420360900153423
8cad8cb281,car,1.259872731230468,103.82784734666662,1.1831235443100632,103.91341892690987,12.756202393266953
9ff8f9d4ce,motorcycle,1.323763931960027,103.85879076666635,1.1831235443100632,103.91341892690987,16.697471974104445
b8347856ba,car,1.2324557661975566,103.7434130306838,1.1831235443100632,103.91341892690987,19.69142761223476
b2c6f14f1f,motorcycle,1.4455588027889157,103.77411519296352,1.1831235443100632,103.91341892690987,32.90038323544217
2ccb72a394,bike,1.4098127462601118,103.9153406320351,1.1831235443100632,103.91341892690987,25.067035889295095
8b182f7e0d,bike,1.2754728114088845,103.73522938392935,1.1831235443100632,103.91341892690987,22.306063028714
fb21619f17,bike,1.3051235856806016,103.91738932672808,1.1831235443100632,103.91341892690987,13.497365239665527
e790d5e555,motorcycle,1.3608626552467946,103.92964139896287,1.1831235443100632,103.91341892690987,19.736223344223458
b3b036ff7b,bike,1.325501734355526,103.94308422773872,1.1831235443100632,103.91341892690987,16.085897531018624
8c283527fe,bike,1.456478913281646,103.83581892308214,1.1831235443100632,103.91341892690987,31.435768859037747
048871b472,motorcycle,1.318074973942765,103.83407221735644,1.1831235443100632,103.91341892690987,17.339403630184837
271f10cab3,motorcycle,1.3190764380365299,103.88529894781405,1.1831235443100632,103.91341892690987,15.355265390817163
4c522eea54,motorcycle,1.292398992291996,103.76929930641928,1.1831235443100632,103.91341892690987,20.081593092983685
567ed2a556,motorcycle,1.414447134256563,103.81597758688868,1.1831235443100632,103.91341892690987,27.782424273573188
678fe6c300,motorcycle,1.3351701033289372,103.94354784084538,1.1831235443100632,103.91341892690987,17.14363734773398
5f8dbcfc6f,motorcycle,1.4347451982150141,103.73164413237889,1.1831235443100632,103.91341892690987,34.40009284362461
6ddb48c23c,motorcycle,1.3034061605407128,103.68800879231209,1.1831235443100632,103.91341892690987,28.39431253991012
4bef345023,motorcycle,1.3415871923740366,103.91720427555272,1.1831235443100632,103.91341892690987,17.52715231189727
f3b44bf323,bike,1.3176049355785593,103.99980153506654,1.1831235443100632,103.91341892690987,17.707326944089495
5751b7b18a,bike,1.365262871545697,103.91102514694431,1.1831235443100632,103.91341892690987,20.141786309322278
a1b795e83c,motorcycle,1.371958414076839,103.66892343692194,1.1831235443100632,103.91341892690987,34.298618683568726
49e80bbfad,car,1.2776240977941689,103.77624542623884,1.1831235443100632,103.91341892690987,18.50022013748956
53006bdd96,bike,1.4314651028697056,103.77550872552382,1.1831235443100632,103.91341892690987,31.45845482309934
1e046315fd,car,1.2623753406860232,103.69359265275327,1.1831235443100632,103.91341892690987,25.987514961605616
4e728e8825,motorcycle,1.2665135393359617,103.84677482514032,1.1831235443100632,103.91341892690987,11.833728747517172
e81e54a15c,car,1.2337669804132327,103.75338194685911,1.1831235443100632,103.91341892690987,18.670862002016374
4b6071f9a5,motorcycle,1.4115654635226382,103.98976790372217,1.1831235443100632,103.91341892690987,26.65074843567382
7dec44c858,car,1.4091194592807894,104.04604315081889,1.1831235443100632,103.91341892690987,29.022885970797855
d765be33a4,motorcycle,1.3400068605045579,103.77003534367554,1.1831235443100632,103.91341892690987,23.570604469200543
eeb50c5700,motorcycle,1.3398731267505295,103.9553574176204,1.1831235443100632,103.91341892690987,17.950001418872485
b727f45fd3,car,1.4645477504711846,103.80589521078795,1.1831235443100632,103.91341892690987,33.33991550014136
9a080db5cf,motorcycle,1.4142398442494184,103.94899835451109,1.1831235443100632,103.91341892690987,25.860592032902442
8d31ec8598,bike,1.3794708258591453,103.84733426946143,1.1831235443100632,103.91341892690987,22.922953000096317
5198c6f38e,motorcycle,1.2559707327036442,103.61834653792823,1.1831235443100632,103.91341892690987,33.81337079189505
dc1f07a384,bike,1.3162320509196728,104.0083303074325,1.1831235443100632,103.91341892690987,18.116550449688468
82246e7ad5,motorcycle,1.4087316040345486,103.71277002975017,1.1831235443100632,103.91341892690987,33.48104519784137
2666a608d9,motorcycle,1.3246884438631077,103.8082667541122,1.1831235443100632,103.91341892690987,19.544451686978373
a1c083801d,motorcycle,1.4505482279762827,103.72097237546822,1.1831235443100632,103.91341892690987,36.511874382919345
3015914dfe,bike,1.302579639077832,103.86001714762335,1.1831235443100632,103.91341892690987,14.484326965142097
347ff99b03,motorcycle,1.317117834323857,103.7087031665505,1.1831235443100632,103.91341892690987,27.177409511490964
37faacd393,bike,1.3386573788718314,103.98225962510493,1.1831235443100632,103.91341892690987,18.827468210287105
404cca992a,motorcycle,1.3575410708364968,103.74963879103879,1.1831235443100632,103.91341892690987,26.53671850082306
22b0ba1027,bike,1.2453083750224945,103.83405723549079,1.1831235443100632,103.91341892690987,11.193480849939837
0977e57ed9,motorcycle,1.2791309921422553,103.8602848084185,1.1831235443100632,103.91341892690987,12.15191668299656
2948815809,motorcycle,1.3247737951531613,103.73167659887515,1.1831235443100632,103.91341892690987,25.582126131349305
723f52a43b,motorcycle,1.3570282922117003,103.70928670859143,1.1831235443100632,103.91341892690987,29.76400762147712
cc310e3afb,bike,1.368476311733498,103.83613927473283,1.1831235443100632,103.91341892690987,22.2267825947234
8f15f2751f,motorcycle,1.3474636305611414,103.74121678015109,1.1831235443100632,103.91341892690987,26.410354623495575
